customer_id,first_name,last_name,email,signup_date,customer_type,acquisition_channel,country,region_id
38,Customer38,Canada,customer38@scrunchieshop.ca,2023-10-15,Returning,Paid Ads,Canada,4
39,Customer39,Canada,customer39@scrunchieshop.ca,2024-10-24,Returning,Email,Canada,6
40,Customer40,Canada,customer40@scrunchieshop.ca,2024-09-30,Returning,Paid Ads,Canada,3
41,Customer41,Canada,customer41@scrunchieshop.ca,2023-06-04,Returning,Referral,Canada,1
42,Customer42,Canada,customer42@scrunchieshop.ca,2024-05-04,Returning,Referral,Canada,6
43,Customer43,Canada,customer43@scrunchieshop.ca,2024-01-21,New,Paid Ads,Canada,3
44,Customer44,Canada,customer44@scrunchieshop.ca,2023-04-14,New,Referral,Canada,3
45,Customer45,Canada,customer45@scrunchieshop.ca,2024-01-28,New,Organic,Canada,1
46,Customer46,Canada,customer46@scrunchieshop.ca,2023-09-03,VIP,Email,Canada,3
47,Customer47,Canada,customer47@scrunchieshop.ca,2023-06-25,VIP,Organic,Canada,2
48,Customer48,Canada,customer48@scrunchieshop.ca,2023-02-08,New,Email,Canada,1
49,Customer49,Canada,customer49@scrunchieshop.ca,2024-04-21,Returning,Paid Ads,Canada,3
50,Customer50,Canada,customer50@scrunchieshop.ca,2024-11-12,VIP,Organic,Canada,5
51,Customer51,Canada,customer51@scrunchieshop.ca,2024-06-21,New,Paid Ads,Canada,6
52,Customer52,Canada,customer52@scrunchieshop.ca,2024-02-12,Returning,Paid Ads,Canada,3
53,Customer53,Canada,customer53@scrunchieshop.ca,2024-06-08,VIP,Email,Canada,2
54,Customer54,Canada,customer54@scrunchieshop.ca,2024-05-20,New,Email,Canada,4
55,Customer55,Canada,customer55@scrunchieshop.ca,2023-02-05,Returning,Email,Canada,3
56,Customer56,Canada,customer56@scrunchieshop.ca,2024-11-15,New,Organic,Canada,4
57,Customer57,Canada,customer57@scrunchieshop.ca,2023-01-20,VIP,Referral,Canada,5
58,Customer58,Canada,customer58@scrunchieshop.ca,2023-11-17,VIP,Email,Canada,3
59,Customer59,Canada,customer59@scrunchieshop.ca,2024-05-26,VIP,Email,Canada,1
60,Customer60,Canada,customer60@scrunchieshop.ca,2024-02-04,New,Organic,Canada,4
61,Customer61,Canada,customer61@scrunchieshop.ca,2024-10-15,VIP,Email,Canada,5
62,Customer62,Canada,customer62@scrunchieshop.ca,2024-04-15,Returning,Organic,Canada,1
63,Customer63,Canada,customer63@scrunchieshop.ca,2023-05-23,New,Paid Ads,Canada,1
64,Customer64,Canada,customer64@scrunchieshop.ca,2023-04-02,Returning,Email,Canada,1
65,Customer65,Canada,customer65@scrunchieshop.ca,2023-12-20,New,Email,Canada,1
66,Customer66,Canada,customer66@scrunchieshop.ca,2023-02-20,Returning,Paid Ads,Canada,3
67,Customer67,Canada,customer67@scrunchieshop.ca,2024-10-26,New,Paid Ads,Canada,6
68,Customer68,Canada,customer68@scrunchieshop.ca,2024-11-28,New,Paid Ads,Canada,3
69,Customer69,Canada,customer69@scrunchieshop.ca,2024-07-28,New,Email,Canada,3
70,Customer70,Canada,customer70@scrunchieshop.ca,2023-07-09,Returning,Referral,Canada,5
71,Customer71,Canada,customer71@scrunchieshop.ca,2023-05-05,New,Referral,Canada,5
72,Customer72,Canada,customer72@scrunchieshop.ca,2023-05-30,Returning,Referral,Canada,6
73,Customer73,Canada,customer73@scrunchieshop.ca,2023-11-10,New,Email,Canada,5
74,Customer74,Canada,customer74@scrunchieshop.ca,2024-07-23,New,Paid Ads,Canada,2
75,Customer75,Canada,customer75@scrunchieshop.ca,2023-12-08,Returning,Email,Canada,6
76,Customer76,Canada,customer76@scrunchieshop.ca,2023-11-01,Returning,Paid Ads,Canada,5
77,Customer77,Canada,customer77@scrunchieshop.ca,2024-11-22,New,Email,Canada,6
78,Customer78,Canada,customer78@scrunchieshop.ca,2024-11-12,Returning,Email,Canada,3
79,Customer79,Canada,customer79@scrunchieshop.ca,2023-02-23,VIP,Paid Ads,Canada,3
80,Customer80,Canada,customer80@scrunchieshop.ca,2024-03-19,Returning,Referral,Canada,6
81,Customer81,Canada,customer81@scrunchieshop.ca,2024-09-04,New,Paid Ads,Canada,2
82,Customer82,Canada,customer82@scrunchieshop.ca,2023-09-21,New,Organic,Canada,2
83,Customer83,Canada,customer83@scrunchieshop.ca,2023-02-22,VIP,Organic,Canada,6
84,Customer84,Canada,customer84@scrunchieshop.ca,2024-07-25,New,Paid Ads,Canada,5
85,Customer85,Canada,customer85@scrunchieshop.ca,2024-09-11,VIP,Email,Canada,4
86,Customer86,Canada,customer86@scrunchieshop.ca,2023-01-05,Returning,Organic,Canada,2
87,Customer87,Canada,customer87@scrunchieshop.ca,2023-04-13,VIP,Organic,Canada,1
88,Customer88,Canada,customer88@scrunchieshop.ca,2023-07-15,Returning,Email,Canada,3
89,Customer89,Canada,customer89@scrunchieshop.ca,2023-12-16,VIP,Email,Canada,6
90,Customer90,Canada,customer90@scrunchieshop.ca,2023-02-16,New,Referral,Canada,1
91,Customer91,Canada,customer91@scrunchieshop.ca,2024-10-17,Returning,Email,Canada,6
92,Customer92,Canada,customer92@scrunchieshop.ca,2023-09-26,New,Paid Ads,Canada,3
93,Customer93,Canada,customer93@scrunchieshop.ca,2024-01-05,New,Paid Ads,Canada,3
94,Customer94,Canada,customer94@scrunchieshop.ca,2024-09-27,Returning,Referral,Canada,2
95,Customer95,Canada,customer95@scrunchieshop.ca,2023-04-16,VIP,Organic,Canada,2
96,Customer96,Canada,customer96@scrunchieshop.ca,2024-10-31,VIP,Organic,Canada,1
97,Customer97,Canada,customer97@scrunchieshop.ca,2024-10-20,Returning,Email,Canada,6
98,Customer98,Canada,customer98@scrunchieshop.ca,2024-10-18,New,Paid Ads,Canada,3
99,Customer99,Canada,customer99@scrunchieshop.ca,2023-04-30,New,Organic,Canada,1
100,Customer100,Canada,customer100@scrunchieshop.ca,2024-08-26,Returning,Referral,Canada,4
101,Customer101,Canada,customer101@scrunchieshop.ca,2023-02-27,New,Referral,Canada,1
102,Customer102,Canada,customer102@scrunchieshop.ca,2023-12-12,New,Paid Ads,Canada,5
103,Customer103,Canada,customer103@scrunchieshop.ca,2024-04-18,New,Referral,Canada,1
104,Customer104,Canada,customer104@scrunchieshop.ca,2023-04-27,New,Referral,Canada,5
105,Customer105,Canada,customer105@scrunchieshop.ca,2023-05-07,New,Paid Ads,Canada,5
106,Customer106,Canada,customer106@scrunchieshop.ca,2024-01-28,New,Email,Canada,5
107,Customer107,Canada,customer107@scrunchieshop.ca,2024-10-02,New,Email,Canada,4
108,Customer108,Canada,customer108@scrunchieshop.ca,2023-02-27,New,Referral,Canada,1
109,Customer109,Canada,customer109@scrunchieshop.ca,2024-09-25,VIP,Email,Canada,1
110,Customer110,Canada,customer110@scrunchieshop.ca,2024-05-27,New,Email,Canada,4
111,Customer111,Canada,customer111@scrunchieshop.ca,2023-04-06,New,Referral,Canada,3
112,Customer112,Canada,customer112@scrunchieshop.ca,2024-09-29,Returning,Email,Canada,2
113,Customer113,Canada,customer113@scrunchieshop.ca,2023-04-28,New,Referral,Canada,1
114,Customer114,Canada,customer114@scrunchieshop.ca,2024-07-13,VIP,Organic,Canada,2
115,Customer115,Canada,customer115@scrunchieshop.ca,2024-08-23,Returning,Paid Ads,Canada,6
116,Customer116,Canada,customer116@scrunchieshop.ca,2024-05-02,New,Paid Ads,Canada,6
117,Customer117,Canada,customer117@scrunchieshop.ca,2023-08-25,New,Email,Canada,4
118,Customer118,Canada,customer118@scrunchieshop.ca,2023-09-29,VIP,Email,Canada,6
119,Customer119,Canada,customer119@scrunchieshop.ca,2023-07-08,VIP,Email,Canada,6
120,Customer120,Canada,customer120@scrunchieshop.ca,2024-12-04,New,Paid Ads,Canada,3
121,Customer121,Canada,customer121@scrunchieshop.ca,2024-03-22,Returning,Organic,Canada,3
122,Customer122,Canada,customer122@scrunchieshop.ca,2024-08-03,New,Organic,Canada,3
123,Customer123,Canada,customer123@scrunchieshop.ca,2023-09-04,VIP,Paid Ads,Canada,6
124,Customer124,Canada,customer124@scrunchieshop.ca,2023-03-17,New,Organic,Canada,4
125,Customer125,Canada,customer125@scrunchieshop.ca,2023-06-03,VIP,Paid Ads,Canada,5
126,Customer126,Canada,customer126@scrunchieshop.ca,2024-10-17,Returning,Organic,Canada,5
127,Customer127,Canada,customer127@scrunchieshop.ca,2024-03-10,Returning,Referral,Canada,2
128,Customer128,Canada,customer128@scrunchieshop.ca,2023-03-27,Returning,Referral,Canada,5
129,Customer129,Canada,customer129@scrunchieshop.ca,2024-11-27,New,Paid Ads,Canada,5
130,Customer130,Canada,customer130@scrunchieshop.ca,2023-10-12,New,Organic,Canada,3
131,Customer131,Canada,customer131@scrunchieshop.ca,2023-08-08,New,Email,Canada,3
132,Customer132,Canada,customer132@scrunchieshop.ca,2023-03-10,New,Organic,Canada,6
133,Customer133,Canada,customer133@scrunchieshop.ca,2023-02-16,Returning,Referral,Canada,2
134,Customer134,Canada,customer134@scrunchieshop.ca,2023-04-04,New,Referral,Canada,1
135,Customer135,Canada,customer135@scrunchieshop.ca,2024-03-28,New,Organic,Canada,2
136,Customer136,Canada,customer136@scrunchieshop.ca,2023-07-23,VIP,Organic,Canada,2
137,Customer137,Canada,customer137@scrunchieshop.ca,2023-08-06,VIP,Email,Canada,4
138,Customer138,Canada,customer138@scrunchieshop.ca,2024-04-18,VIP,Email,Canada,6
139,Customer139,Canada,customer139@scrunchieshop.ca,2024-03-07,VIP,Organic,Canada,4
140,Customer140,Canada,customer140@scrunchieshop.ca,2023-12-07,New,Organic,Canada,2
141,Customer141,Canada,customer141@scrunchieshop.ca,2024-07-04,New,Organic,Canada,2
142,Customer142,Canada,customer142@scrunchieshop.ca,2024-09-03,Returning,Organic,Canada,2
143,Customer143,Canada,customer143@scrunchieshop.ca,2023-10-16,Returning,Paid Ads,Canada,5
144,Customer144,Canada,customer144@scrunchieshop.ca,2023-09-11,New,Organic,Canada,4
145,Customer145,Canada,customer145@scrunchieshop.ca,2023-12-23,Returning,Email,Canada,2
146,Customer146,Canada,customer146@scrunchieshop.ca,2023-01-23,New,Referral,Canada,3
147,Customer147,Canada,customer147@scrunchieshop.ca,2024-06-05,New,Paid Ads,Canada,6
148,Customer148,Canada,customer148@scrunchieshop.ca,2023-04-10,Returning,Organic,Canada,6
149,Customer149,Canada,customer149@scrunchieshop.ca,2023-06-29,Returning,Referral,Canada,3
150,Customer150,Canada,customer150@scrunchieshop.ca,2023-08-11,Returning,Paid Ads,Canada,6
151,Customer151,Canada,customer151@scrunchieshop.ca,2024-10-20,New,Referral,Canada,5
152,Customer152,Canada,customer152@scrunchieshop.ca,2024-03-17,VIP,Organic,Canada,5
153,Customer153,Canada,customer153@scrunchieshop.ca,2024-08-30,New,Organic,Canada,1
154,Customer154,Canada,customer154@scrunchieshop.ca,2023-11-21,New,Email,Canada,1
155,Customer155,Canada,customer155@scrunchieshop.ca,2024-05-30,VIP,Organic,Canada,1
156,Customer156,Canada,customer156@scrunchieshop.ca,2023-01-16,VIP,Organic,Canada,6
157,Customer157,Canada,customer157@scrunchieshop.ca,2023-12-02,VIP,Paid Ads,Canada,5
158,Customer158,Canada,customer158@scrunchieshop.ca,2023-09-15,Returning,Email,Canada,5
159,Customer159,Canada,customer159@scrunchieshop.ca,2024-05-11,Returning,Paid Ads,Canada,5
160,Customer160,Canada,customer160@scrunchieshop.ca,2023-06-09,Returning,Referral,Canada,3
161,Customer161,Canada,customer161@scrunchieshop.ca,2024-04-19,New,Organic,Canada,5
162,Customer162,Canada,customer162@scrunchieshop.ca,2024-10-25,New,Referral,Canada,3
163,Customer163,Canada,customer163@scrunchieshop.ca,2024-11-20,New,Paid Ads,Canada,1
164,Customer164,Canada,customer164@scrunchieshop.ca,2024-11-05,New,Organic,Canada,1
165,Customer165,Canada,customer165@scrunchieshop.ca,2024-01-15,Returning,Organic,Canada,6
166,Customer166,Canada,customer166@scrunchieshop.ca,2024-06-28,New,Paid Ads,Canada,1
167,Customer167,Canada,customer167@scrunchieshop.ca,2024-11-21,New,Paid Ads,Canada,6
168,Customer168,Canada,customer168@scrunchieshop.ca,2024-03-02,New,Paid Ads,Canada,2
169,Customer169,Canada,customer169@scrunchieshop.ca,2024-09-04,Returning,Paid Ads,Canada,2
170,Customer170,Canada,customer170@scrunchieshop.ca,2023-09-25,New,Paid Ads,Canada,4
171,Customer171,Canada,customer171@scrunchieshop.ca,2024-07-30,VIP,Organic,Canada,6
172,Customer172,Canada,customer172@scrunchieshop.ca,2024-02-21,New,Paid Ads,Canada,4
173,Customer173,Canada,customer173@scrunchieshop.ca,2023-06-17,New,Organic,Canada,4
174,Customer174,Canada,customer174@scrunchieshop.ca,2023-02-12,Returning,Organic,Canada,2
175,Customer175,Canada,customer175@scrunchieshop.ca,2024-07-09,Returning,Paid Ads,Canada,6
176,Customer176,Canada,customer176@scrunchieshop.ca,2023-10-12,New,Paid Ads,Canada,2
177,Customer177,Canada,customer177@scrunchieshop.ca,2024-02-01,Returning,Email,Canada,4
178,Customer178,Canada,customer178@scrunchieshop.ca,2023-01-12,Returning,Organic,Canada,6
179,Customer179,Canada,customer179@scrunchieshop.ca,2024-08-29,New,Paid Ads,Canada,4
180,Customer180,Canada,customer180@scrunchieshop.ca,2023-10-29,VIP,Paid Ads,Canada,5
181,Customer181,Canada,customer181@scrunchieshop.ca,2023-09-10,Returning,Paid Ads,Canada,6
182,Customer182,Canada,customer182@scrunchieshop.ca,2024-05-13,Returning,Email,Canada,6
183,Customer183,Canada,customer183@scrunchieshop.ca,2023-02-04,VIP,Email,Canada,4
184,Customer184,Canada,customer184@scrunchieshop.ca,2023-03-31,VIP,Referral,Canada,5
185,Customer185,Canada,customer185@scrunchieshop.ca,2024-08-27,Returning,Organic,Canada,3
186,Customer186,Canada,customer186@scrunchieshop.ca,2024-08-24,Returning,Referral,Canada,2
187,Customer187,Canada,customer187@scrunchieshop.ca,2024-02-22,Returning,Paid Ads,Canada,4
188,Customer188,Canada,customer188@scrunchieshop.ca,2023-04-25,Returning,Email,Canada,6
189,Customer189,Canada,customer189@scrunchieshop.ca,2024-09-08,Returning,Email,Canada,2
190,Customer190,Canada,customer190@scrunchieshop.ca,2023-07-15,Returning,Referral,Canada,2
191,Customer191,Canada,customer191@scrunchieshop.ca,2024-05-15,New,Email,Canada,2
192,Customer192,Canada,customer192@scrunchieshop.ca,2024-09-17,VIP,Paid Ads,Canada,3
193,Customer193,Canada,customer193@scrunchieshop.ca,2024-05-07,VIP,Email,Canada,1
194,Customer194,Canada,customer194@scrunchieshop.ca,2023-03-16,New,Referral,Canada,4
195,Customer195,Canada,customer195@scrunchieshop.ca,2024-02-17,Returning,Paid Ads,Canada,1
196,Customer196,Canada,customer196@scrunchieshop.ca,2024-01-11,New,Referral,Canada,1
197,Customer197,Canada,customer197@scrunchieshop.ca,2024-02-24,New,Email,Canada,1
198,Customer198,Canada,customer198@scrunchieshop.ca,2023-10-04,Returning,Referral,Canada,2
199,Customer199,Canada,customer199@scrunchieshop.ca,2024-11-06,New,Referral,Canada,5
200,Customer200,Canada,customer200@scrunchieshop.ca,2024-01-29,Returning,Organic,Canada,2
201,Customer201,Canada,customer201@scrunchieshop.ca,2024-04-01,Returning,Email,Canada,2
202,Customer202,Canada,customer202@scrunchieshop.ca,2023-07-11,Returning,Email,Canada,6
203,Customer203,Canada,customer203@scrunchieshop.ca,2024-11-19,New,Referral,Canada,6
204,Customer204,Canada,customer204@scrunchieshop.ca,2023-04-09,New,Organic,Canada,1
205,Customer205,Canada,customer205@scrunchieshop.ca,2024-07-01,Returning,Email,Canada,2
206,Customer206,Canada,customer206@scrunchieshop.ca,2023-04-06,VIP,Paid Ads,Canada,1
207,Customer207,Canada,customer207@scrunchieshop.ca,2024-10-25,Returning,Referral,Canada,6
208,Customer208,Canada,customer208@scrunchieshop.ca,2024-10-24,New,Email,Canada,5
209,Customer209,Canada,customer209@scrunchieshop.ca,2023-07-09,Returning,Paid Ads,Canada,4
210,Customer210,Canada,customer210@scrunchieshop.ca,2023-02-06,Returning,Email,Canada,1
211,Customer211,Canada,customer211@scrunchieshop.ca,2024-01-04,Returning,Paid Ads,Canada,5
212,Customer212,Canada,customer212@scrunchieshop.ca,2024-11-25,New,Referral,Canada,4
213,Customer213,Canada,customer213@scrunchieshop.ca,2024-06-08,Returning,Email,Canada,3
214,Customer214,Canada,customer214@scrunchieshop.ca,2023-10-06,Returning,Email,Canada,1
215,Customer215,Canada,customer215@scrunchieshop.ca,2023-08-05,VIP,Organic,Canada,1
216,Customer216,Canada,customer216@scrunchieshop.ca,2023-09-30,New,Referral,Canada,3
217,Customer217,Canada,customer217@scrunchieshop.ca,2023-03-03,Returning,Paid Ads,Canada,3
218,Customer218,Canada,customer218@scrunchieshop.ca,2024-08-18,VIP,Email,Canada,1
219,Customer219,Canada,customer219@scrunchieshop.ca,2023-12-08,New,Email,Canada,3
220,Customer220,Canada,customer220@scrunchieshop.ca,2024-02-01,VIP,Paid Ads,Canada,2
221,Customer221,Canada,customer221@scrunchieshop.ca,2024-11-29,Returning,Referral,Canada,4
222,Customer222,Canada,customer222@scrunchieshop.ca,2023-01-19,New,Organic,Canada,4
223,Customer223,Canada,customer223@scrunchieshop.ca,2023-06-26,New,Organic,Canada,4
224,Customer224,Canada,customer224@scrunchieshop.ca,2024-09-03,Returning,Email,Canada,2
225,Customer225,Canada,customer225@scrunchieshop.ca,2024-01-31,New,Paid Ads,Canada,3
226,Customer226,Canada,customer226@scrunchieshop.ca,2024-03-20,Returning,Email,Canada,5
227,Customer227,Canada,customer227@scrunchieshop.ca,2023-08-21,New,Paid Ads,Canada,3
228,Customer228,Canada,customer228@scrunchieshop.ca,2023-03-17,Returning,Organic,Canada,1
229,Customer229,Canada,customer229@scrunchieshop.ca,2023-09-22,New,Referral,Canada,6
230,Customer230,Canada,customer230@scrunchieshop.ca,2024-03-30,VIP,Paid Ads,Canada,4
231,Customer231,Canada,customer231@scrunchieshop.ca,2024-12-18,VIP,Organic,Canada,3
232,Customer232,Canada,customer232@scrunchieshop.ca,2024-01-19,VIP,Email,Canada,5
233,Customer233,Canada,customer233@scrunchieshop.ca,2024-07-17,Returning,Paid Ads,Canada,1
234,Customer234,Canada,customer234@scrunchieshop.ca,2024-05-20,New,Referral,Canada,2
235,Customer235,Canada,customer235@scrunchieshop.ca,2024-01-02,Returning,Email,Canada,2
236,Customer236,Canada,customer236@scrunchieshop.ca,2023-05-24,New,Email,Canada,5
237,Customer237,Canada,customer237@scrunchieshop.ca,2023-03-10,New,Organic,Canada,1
238,Customer238,Canada,customer238@scrunchieshop.ca,2023-04-09,New,Paid Ads,Canada,4
239,Customer239,Canada,customer239@scrunchieshop.ca,2024-01-31,New,Email,Canada,3
240,Customer240,Canada,customer240@scrunchieshop.ca,2023-01-25,Returning,Referral,Canada,1
241,Customer241,Canada,customer241@scrunchieshop.ca,2024-04-13,Returning,Paid Ads,Canada,2
242,Customer242,Canada,customer242@scrunchieshop.ca,2024-04-28,New,Referral,Canada,5
243,Customer243,Canada,customer243@scrunchieshop.ca,2024-07-18,New,Email,Canada,5
244,Customer244,Canada,customer244@scrunchieshop.ca,2023-05-31,VIP,Referral,Canada,3
245,Customer245,Canada,customer245@scrunchieshop.ca,2023-05-24,New,Organic,Canada,5
246,Customer246,Canada,customer246@scrunchieshop.ca,2024-07-22,New,Referral,Canada,5
247,Customer247,Canada,customer247@scrunchieshop.ca,2023-02-08,New,Paid Ads,Canada,1
248,Customer248,Canada,customer248@scrunchieshop.ca,2023-04-19,Returning,Referral,Canada,4
249,Customer249,Canada,customer249@scrunchieshop.ca,2024-11-23,Returning,Referral,Canada,3
250,Customer250,Canada,customer250@scrunchieshop.ca,2023-02-11,New,Organic,Canada,1
251,Customer251,Canada,customer251@scrunchieshop.ca,2023-07-05,New,Referral,Canada,4
252,Customer252,Canada,customer252@scrunchieshop.ca,2024-02-02,Returning,Referral,Canada,1
253,Customer253,Canada,customer253@scrunchieshop.ca,2023-08-11,Returning,Email,Canada,6
254,Customer254,Canada,customer254@scrunchieshop.ca,2024-09-25,New,Email,Canada,1
255,Customer255,Canada,customer255@scrunchieshop.ca,2023-05-13,VIP,Paid Ads,Canada,5
256,Customer256,Canada,customer256@scrunchieshop.ca,2023-06-12,New,Email,Canada,4
257,Customer257,Canada,customer257@scrunchieshop.ca,2023-08-03,New,Email,Canada,3
258,Customer258,Canada,customer258@scrunchieshop.ca,2023-08-23,VIP,Email,Canada,3
259,Customer259,Canada,customer259@scrunchieshop.ca,2024-10-19,New,Email,Canada,4
260,Customer260,Canada,customer260@scrunchieshop.ca,2024-08-10,Returning,Organic,Canada,5
261,Customer261,Canada,customer261@scrunchieshop.ca,2023-01-09,New,Email,Canada,2
262,Customer262,Canada,customer262@scrunchieshop.ca,2023-03-15,New,Organic,Canada,1
263,Customer263,Canada,customer263@scrunchieshop.ca,2024-05-06,VIP,Organic,Canada,5
264,Customer264,Canada,customer264@scrunchieshop.ca,2023-09-10,New,Email,Canada,6
265,Customer265,Canada,customer265@scrunchieshop.ca,2023-08-18,VIP,Referral,Canada,4
266,Customer266,Canada,customer266@scrunchieshop.ca,2024-06-02,New,Organic,Canada,1
267,Customer267,Canada,customer267@scrunchieshop.ca,2023-06-23,New,Referral,Canada,3
268,Customer268,Canada,customer268@scrunchieshop.ca,2024-10-14,New,Referral,Canada,2
269,Customer269,Canada,customer269@scrunchieshop.ca,2023-06-17,Returning,Email,Canada,6
270,Customer270,Canada,customer270@scrunchieshop.ca,2023-06-19,New,Paid Ads,Canada,3
271,Customer271,Canada,customer271@scrunchieshop.ca,2024-01-28,VIP,Email,Canada,4
272,Customer272,Canada,customer272@scrunchieshop.ca,2024-09-25,New,Paid Ads,Canada,1
273,Customer273,Canada,customer273@scrunchieshop.ca,2023-07-13,VIP,Paid Ads,Canada,4
274,Customer274,Canada,customer274@scrunchieshop.ca,2024-05-31,New,Email,Canada,1
275,Customer275,Canada,customer275@scrunchieshop.ca,2023-01-29,VIP,Email,Canada,5
276,Customer276,Canada,customer276@scrunchieshop.ca,2023-06-14,Returning,Paid Ads,Canada,2
277,Customer277,Canada,customer277@scrunchieshop.ca,2024-02-26,Returning,Email,Canada,5
278,Customer278,Canada,customer278@scrunchieshop.ca,2023-12-05,Returning,Paid Ads,Canada,5
279,Customer279,Canada,customer279@scrunchieshop.ca,2024-10-09,Returning,Referral,Canada,4
280,Customer280,Canada,customer280@scrunchieshop.ca,2024-05-10,Returning,Email,Canada,2
281,Customer281,Canada,customer281@scrunchieshop.ca,2023-12-31,New,Referral,Canada,1
282,Customer282,Canada,customer282@scrunchieshop.ca,2023-12-08,New,Organic,Canada,1
283,Customer283,Canada,customer283@scrunchieshop.ca,2024-05-14,VIP,Referral,Canada,6
284,Customer284,Canada,customer284@scrunchieshop.ca,2024-10-18,Returning,Referral,Canada,3
285,Customer285,Canada,customer285@scrunchieshop.ca,2024-05-25,Returning,Paid Ads,Canada,6
286,Customer286,Canada,customer286@scrunchieshop.ca,2023-11-23,New,Referral,Canada,6
287,Customer287,Canada,customer287@scrunchieshop.ca,2023-08-05,New,Email,Canada,1
288,Customer288,Canada,customer288@scrunchieshop.ca,2023-10-28,New,Paid Ads,Canada,4
289,Customer289,Canada,customer289@scrunchieshop.ca,2023-05-12,Returning,Organic,Canada,5
290,Customer290,Canada,customer290@scrunchieshop.ca,2023-03-11,New,Email,Canada,5
291,Customer291,Canada,customer291@scrunchieshop.ca,2023-09-09,New,Organic,Canada,5
292,Customer292,Canada,customer292@scrunchieshop.ca,2024-02-19,New,Referral,Canada,2
293,Customer293,Canada,customer293@scrunchieshop.ca,2024-03-20,New,Email,Canada,1
294,Customer294,Canada,customer294@scrunchieshop.ca,2023-07-01,Returning,Email,Canada,4
295,Customer295,Canada,customer295@scrunchieshop.ca,2023-06-16,New,Organic,Canada,2
296,Customer296,Canada,customer296@scrunchieshop.ca,2023-04-01,Returning,Email,Canada,3
297,Customer297,Canada,customer297@scrunchieshop.ca,2024-12-14,New,Email,Canada,4
298,Customer298,Canada,customer298@scrunchieshop.ca,2024-06-14,New,Email,Canada,6
299,Customer299,Canada,customer299@scrunchieshop.ca,2023-02-08,New,Referral,Canada,4
